,0,1,2,3,4,5,6,7,8,9,0
0,0.453125,1,1,1,1,0.333333333,0.428571429,0.114285714,1,1,1
1,0.375,0.5,0.416666667,0.333333333,0.5,0.166666667,0.285714286,0.028571429,0.75,1,1
2,0.5625,0.5,0.333333333,0.333333333,0.5,0.166666667,0.285714286,0.028571429,0.75,1,1
3,0.40625,0.166666667,0.25,0.2,0.5,0.055555556,0.285714286,0,0.75,1,1
4,0.375,0.666666667,0.333333333,0.666666667,0.5,0.222222222,0.428571429,0.114285714,1,1,1
5,0.25,0.416666667,0.333333333,0,0.5,0.138888889,0.428571429,0,1,0.5,1
6,0.578125,0.916666667,0.333333333,0,0.75,0.305555556,0.428571429,0,1,0.5,1
7,0.40625,0.416666667,0.333333333,1,1,0.138888889,1,0.857142857,0.75,1,1
8,0.6875,0.083333333,0.25,0,0.5,0.027777778,1,0,1,1,1
9,0.515625,0.416666667,0.333333333,0,0.5,0.138888889,0.285714286,0,1,1,0
10,0.46875,0.083333333,0.25,0.066666667,0.5,0.027777778,0.714285714,0,1,1,1
11,0.4375,0.416666667,0.333333333,0,0.5,0.138888889,0.285714286,0,1,1,1
12,0.546875,0.5,0.333333333,0.333333333,0.5,0.166666667,1,0.028571429,1,1,0
13,0.203125,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,1,1
14,0.40625,0.5,0.333333333,0.333333333,0.5,0.166666667,0.285714286,0.028571429,1,1,1
15,0.203125,0.666666667,0.583333333,0.333333333,0.5,0.222222222,0.285714286,0.085714286,0.75,1,0
16,0.4375,0.416666667,0.333333333,0.066666667,0.5,0.138888889,1,0,0.5,1,1
17,0.375,0.416666667,0.25,0.266666667,1,0.138888889,0.285714286,0.114285714,1,1,1
18,0.640625,0.5,0.333333333,0.266666667,0.5,0.166666667,0.285714286,0.028571429,1,1,1
19,0.21875,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,0,1,1
20,0.296875,0.5,0.333333333,0.266666667,1,0.166666667,0.285714286,0.028571429,1,1,1
21,0.625,0.166666667,0.25,0.066666667,0.5,0.055555556,0.285714286,0,1,0.5,1
22,0.15625,0.833333333,0.333333333,0.933333333,0.5,0.277777778,0.285714286,0.514285714,0.75,0,0
23,0.34375,0.166666667,0.083333333,0.066666667,0.5,0.055555556,0.285714286,0,1,0,1
24,0.15625,0.166666667,0,0.066666667,0.5,0.055555556,0.285714286,0,0.75,1,1
25,0.5625,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,0,1
26,0.203125,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,1,1
27,0.375,0.5,0.333333333,0.533333333,0.5,0.166666667,1,0.028571429,1,1,1
28,0.125,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,0,1
29,0.421875,0.5,0.333333333,0.533333333,0.5,0.166666667,0.285714286,0.028571429,1,0,1
30,0.53125,0.666666667,0.583333333,0.666666667,0.5,0.222222222,0.428571429,0.114285714,1,1,1
31,0.171875,0.666666667,0.583333333,0.666666667,0.5,0.222222222,0.285714286,0.257142857,0.75,1,1
32,0.21875,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,0.75,1,0
33,0.921875,0.5,0.583333333,0,0.5,0.166666667,0.428571429,0,1,1,1
34,0.53125,0.166666667,0.25,0.066666667,0.5,0.055555556,0.285714286,0,1,1,1
35,0.5625,0.166666667,0,0.066666667,0.5,0.055555556,0.285714286,0,0.75,1,1
36,0.4375,0.5,0.583333333,0,0.5,0.166666667,0.428571429,0,0.5,1,1
37,0.734375,0.916666667,0.833333333,0.8,0.75,0.305555556,0.285714286,0.342857143,1,1,1
38,0.703125,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,1,1
39,0.734375,0.416666667,0.333333333,0.133333333,0.5,0.138888889,0.285714286,0,1,1,0
40,0.234375,0.5,0.333333333,0.333333333,0.5,0.166666667,0.285714286,0.114285714,0.5,1,1
41,0.640625,0.5,0.333333333,0.333333333,0.5,0.166666667,0.285714286,0.057142857,1,1,1
42,0.40625,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,1,1
43,0.578125,0.5,0.333333333,0.266666667,0.5,0.166666667,0.285714286,0.028571429,1,1,1
44,0.3125,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,1,1,1
45,0.53125,0.416666667,0.333333333,0.066666667,0.5,0.138888889,0.285714286,0,0.75,1,1
